sex,year,age,drive_prop
female,2003,17,0.3798449612403101
female,2003,18,0.5789473684210527
female,2003,19,0.6111111111111112
female,2003,20,0.6363636363636364
female,2003,21,0.6633663366336634
female,2003,22,0.7751937984496124
female,2003,23,0.7459016393442623
female,2003,24,0.7910447761194029
female,2003,25,0.824
female,2003,26,0.8768115942028986
female,2003,27,0.8888888888888888
female,2003,28,0.8625954198473282
female,2003,29,0.8905109489051095
female,2003,30,0.8823529411764706
female,2003,31,0.8851351351351351
female,2003,32,0.9202453987730062
female,2003,33,0.9342105263157895
female,2003,34,0.9383561643835616
female,2003,35,0.8698224852071006
female,2003,36,0.9106145251396648
female,2003,37,0.8787878787878788
female,2003,38,0.8895027624309392
female,2003,39,0.8791208791208791
female,2003,40,0.8875739644970414
female,2003,41,0.864516129032258
female,2003,42,0.8994082840236687
female,2003,43,0.8633540372670807
female,2003,44,0.9294871794871795
female,2003,45,0.8796992481203008
female,2003,46,0.8412698412698413
female,2003,47,0.8560606060606061
female,2003,48,0.8275862068965517
female,2003,49,0.9020979020979021
female,2003,50,0.8067226890756303
female,2003,51,0.8429752066115702
female,2003,52,0.8235294117647058
female,2003,53,0.8672566371681416
female,2003,54,0.7933333333333333
female,2003,55,0.8217054263565892
female,2003,56,0.7692307692307693
female,2003,57,0.8115942028985508
female,2003,58,0.8296296296296296
female,2003,59,0.8269230769230769
female,2003,60,0.736
female,2003,61,0.7622950819672131
female,2003,62,0.7157894736842105
female,2003,63,0.5930232558139535
female,2003,64,0.7865168539325843
female,2003,65,0.71875
female,2003,66,0.6976744186046512
female,2003,67,0.7325581395348837
female,2003,68,0.7582417582417582
