"18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93"
NA,NA,NA,5,3.28571428571429,1.75,0.846153846153846,1.33333333333333,0.8,1.7,1.53846153846154,2,2,0.733333333333333,0.894736842105263,2.5,1.64705882352941,1.16666666666667,1.85714285714286,1,3.14285714285714,1.2,2.92307692307692,1.22222222222222,2.75,0.888888888888889,1.44444444444444,0.4,1.23076923076923,0.777777777777778,3.6,2,0,1.5,1.2,0.75,2,0,0,0.4,3,1,0,4,0,0,1,1.2,0,0.333333333333333,1,0.5,NA,0.666666666666667,0,0,5.5,0,0,NA,1,2.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,0.666666666666667,1.76470588235294,2.11111111111111,0.85,1.1875,3.44444444444444,1.25,2.28571428571429,2.92307692307692,3.4,4.8,2.35,0.842105263157895,1.16666666666667,2.8,2.09090909090909,2.78571428571429,1.61538461538462,1.5,2.18181818181818,3,3,2.75,0.8,2.28571428571429,3.375,1,2.25,3.4,5,0.333333333333333,1.6,1,0.8,4,2,0.75,1.25,12,0.5,0.5,1.33333333333333,0,0,0.333333333333333,1.5,0,0.333333333333333,0.333333333333333,0,NA,0.5,1,0,5.5,NA,0,NA,3,2.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1.5,1.64705882352941,1.26315789473684,2.75,1.24,1.13333333333333,2.57142857142857,1.26666666666667,1.63636363636364,1.2,1.76923076923077,3,1.5,1.125,0.916666666666667,2.41666666666667,1.22222222222222,2.71428571428571,1.14285714285714,1,4.54545454545455,2.44444444444444,2.6,2.88888888888889,1.41666666666667,2.11111111111111,1.44444444444444,2.72727272727273,1.18181818181818,0.5,4,2.25,0,1.16666666666667,0.6,0,2.5,0.25,1,3,1.5,0,2.66666666666667,0,NA,0,1.4,0,0.333333333333333,0.75,0,NA,0,11,0,2.5,NA,0,NA,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,2.75,2.06666666666667,0.647058823529412,0.714285714285714,1.53846153846154,1.66666666666667,1.83333333333333,1.375,1.73333333333333,1.52,1.54545454545455,1.1,2.35714285714286,2.17647058823529,1.15,1.91666666666667,1.4375,2.5,1.5,3.73333333333333,2.5,3.66666666666667,3.30769230769231,2.9,2.33333333333333,1.3,1.28571428571429,1.66666666666667,1.08333333333333,1.875,4.6,1,0.5,3.6,0,0.5,3.33333333333333,1.5,0.75,2.66666666666667,2,2.5,0.333333333333333,0,0,NA,0,1.4,0,0.25,1,1,NA,0,1,0,6,NA,0,NA,3,2.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.875,1,2.15789473684211,1.46666666666667,1.23529411764706,2.46153846153846,1,1.92307692307692,0.5,2.71428571428571,2.48,3.33333333333333,1.27272727272727,3,1.64705882352941,1.5,2.5,2.4,2.25,2.90909090909091,3.14285714285714,0.6,3.63636363636364,1.66666666666667,4,2.75,0.7,1.57142857142857,2,1.4,2.11111111111111,1.8,4,1.5,1,1.25,0,0,1.5,0,0.25,5,2,0.5,1.75,0,NA,0.25,2.33333333333333,0,0,0,1,NA,0,0.5,0,3,NA,0,NA,5.33333333333333,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.571428571428571,0.9,1.73333333333333,1.78260869565217,0.571428571428571,1.625,2.35294117647059,1.4,0.705882352941177,1,2.2,2.1,3,1.15384615384615,2.76923076923077,0.421052631578947,1.94117647058824,1.92857142857143,2.28571428571429,2.57142857142857,3.5,2.1875,0.6,4.125,1.53846153846154,3.30769230769231,3.5,1.16666666666667,1,2.125,1.5,1.6,0.25,1,4,3.5,0.25,1,0,1,0.666666666666667,0,0,3.5,2.66666666666667,0,0,NA,4.75,3.66666666666667,0,0.5,0,0.666666666666667,NA,1,2.5,0,7,NA,1,NA,3,0,NA,1,NA,NA,NA,NA,NA,NA,NA
NA,NA,4,3.28571428571429,2,1.46666666666667,0.923076923076923,2.23809523809524,2.125,1.94444444444444,1.78260869565217,1.33333333333333,1.875,1.06666666666667,2.4375,2.40909090909091,1,1.61538461538462,1.25,1.78260869565217,1.29411764705882,1.875,3.28571428571429,2.375,2,1.4375,2.5,3.72727272727273,1.875,2.85714285714286,2.66666666666667,1.33333333333333,1.6,2.33333333333333,0.888888888888889,1.11111111111111,0.8,0.4,1.25,0.333333333333333,0.8,2.75,0.666666666666667,0.5,0.666666666666667,2.33333333333333,0.5,0.5,1.66666666666667,0,0,NA,1,0.8,0,0,1,1.66666666666667,NA,6,0,0,0,NA,0,NA,2.33333333333333,NA,NA,1,NA,NA,NA,NA,NA,NA
NA,0,NA,1,1.8,1.75,1.44444444444444,0.6875,1.65,0.727272727272727,2.15,1.78260869565217,1.77777777777778,1.8,0.75,0.285714285714286,2.17391304347826,2.61538461538462,2.21428571428571,2.76923076923077,1.625,1.70588235294118,3.64285714285714,2.33333333333333,1.88235294117647,1,3,4.14285714285714,2.41666666666667,3.07692307692308,2.33333333333333,3.72727272727273,2.76923076923077,1.72727272727273,0.222222222222222,0.333333333333333,0.285714285714286,0,0.2,0.5,0,0.6,2.4,0,1,0,0.75,9,0.666666666666667,0,1.66666666666667,0,NA,0,1.6,0,0,0,3,NA,NA,1,0.5,1,NA,0,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,2,1.09090909090909,2.15,1.15,1.03125,1.61538461538462,0.739130434782609,1.58823529411765,1,2.17391304347826,1.74193548387097,1.07407407407407,1.64705882352941,1.05263157894737,1.8,3.65384615384615,2.63636363636364,1.75,1.68181818181818,3,1.16666666666667,2.47826086956522,2.8,3.19047619047619,1.46153846153846,2.91666666666667,1.92307692307692,1.5625,1.6875,1.52631578947368,1.16666666666667,2.875,0.642857142857143,0.538461538461538,0.285714285714286,0.25,3.2,0.8,1.9,1,1.11111111111111,1.7,0.571428571428571,1,0,1.6,0,2,0,3.25,0,0,1,0.166666666666667,0,2,1.33333333333333,2.66666666666667,NA,1,0,0,0,0,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA
