"","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"32",0.000196449807181599,0.000150715748061798,0.000142388769637219,0.00015414949237279,0.000177949551771945,0.000203972687639039,0.000223218514902207,0.000234673275355846,0.000239310107171721,0.000239007316103521,0.000236048193073717,0.000232413475044915,0.000229168704711023,0.000227203300678858,0.000227389926639919,0.000230651883084078,0.000237900613014152,0.000249578892467526,0.000266177254063799,0.000288444246645759,0.000317437135954455,0.000354442081770618,0.000399811004214703,0.000452942724769084,0.000512347289757112,0.000575270014143162,0.000637571998672091,0.000696272114676809,0.000750183047249574,0.000798499125337798,0.000840777495809863,0.000876864233111752,0.000904130884722777,0.000916334453666022,0.000907324880239605,0.000872408818954347,0.000809654794023328,0.000724560134362699,0.00063149829135306,0.00054217934340143,0.000463806295858313,0.000399855464996426,0.000351024060155841,0.000315797780143528,0.000292740227381929,0.000281138090594154,0.000281244303622245,0.000294102019930983,0.000318394638406569,0.000351482635187798,0.000389691900001493,0.000427392846080988,0.0004575236861209,0.00048305436325296,0.00051686791481823,0.000576132638069294,0.000687674511985052
"33",0.000139292857644936,0.000101496944256524,9.53425636160175e-05,0.000105584537850212,0.000126055953715458,0.000148496694839443,0.000164534181545075,0.000173133113823363,0.000175462456001665,0.000173685566591552,0.000170297940267338,0.00016718268327407,0.000164806455997006,0.000163426816983021,0.000163306599774836,0.000164732998236717,0.000168107112108159,0.000174203919437221,0.000184085725874131,0.000199203366390486,0.000221672392290847,0.000254407530860461,0.000299045897703797,0.000355913230985595,0.000423981598573483,0.000499740638145349,0.000576444873701555,0.000648611087127918,0.000713916335992231,0.000770971828205084,0.000819312929644054,0.000859274603874519,0.000888732861802113,0.000901655819012106,0.000892239028867252,0.00085631412233916,0.00079258795001607,0.000706651516870196,0.000612018123230147,0.000519909460858156,0.000437420267525692,0.000368028219533192,0.000312680291615103,0.000270937863250647,0.000241836480802278,0.0002245897654695,0.000219183197188511,0.000226465527207912,0.000245286742742869,0.000273767538888459,0.000309509553595711,0.000348416510307664,0.000384552444221875,0.000419226069304803,0.000462140193111955,0.000527564776665674,0.000638701986188318
"34",9.2244086435014e-05,6.43453079676637e-05,6.04555945636197e-05,6.87417725433201e-05,8.49949116826009e-05,0.000102785393224759,0.000114938980831358,0.000120586175309828,0.000121072332897836,0.000118667689078109,0.000115817555998751,0.000114112307608265,0.00011339940029557,0.000113313148819582,0.000113504280765662,0.000113625984379506,0.000113611539353559,0.000114586291458276,0.000118057351252415,0.000125831183788025,0.000140508672279297,0.000166018081030363,0.00020536670535057,0.000260665937093473,0.000332700200840492,0.000418476725946164,0.000508828152383936,0.000594859000976669,0.000672275961210506,0.000738656408154983,0.000793541059940722,0.000838195073936449,0.00087122867047024,0.000886441664432883,0.000877899091135293,0.000841513263461325,0.000776344655675185,0.000688334806405235,0.000591026956180595,0.000495795192146232,0.000409930152812598,0.000337019491524665,0.00027811304761256,0.000233062121891097,0.000200770830371172,0.000179971079525176,0.00016993100110448,0.000170668098334683,0.000181096754854277,0.000200273654821646,0.000227697422868319,0.000262530546962896,0.000303066320686946,0.000349881462678967,0.000406797357126324,0.000479769389585376,0.000578105981234269
"35",5.62839432600764e-05,3.81111600058927e-05,3.61253101698154e-05,4.23490799576843e-05,5.42413594196253e-05,6.7142145690226e-05,7.54031074562116e-05,7.84588051301369e-05,7.77421006601596e-05,7.53939863984113e-05,7.3548158528376e-05,7.34119258409801e-05,7.44009034033179e-05,7.56983775939246e-05,7.64489804800887e-05,7.57728428245412e-05,7.33066408783547e-05,7.0577879892664e-05,6.93972512507186e-05,7.15182925956927e-05,7.92767890582975e-05,9.65376961084221e-05,0.00012713860323605,0.0001752750833423,0.000244803697079428,0.00033524600336036,0.000436318274347224,0.000535185442468822,0.000624515945112306,0.000700165971452979,0.000761651981380165,0.000811733166333818,0.00085006068201046,0.000869726570816356,0.00086393310179095,0.000827962092373154,0.000760768896379051,0.000669035542600657,0.000567662888534592,0.000469053523641392,0.000380969850659438,0.000307001738665962,0.000247818416331684,0.000202518202077229,0.000169367639507778,0.000146531445706647,0.000132575539916708,0.000126645176258287,0.000127880114128696,0.000136167788195029,0.00015253361567578,0.000179324392720188,0.000220497404736217,0.000278718550626463,0.000352531664726394,0.000434193009113106,0.000506760240181319
"36",3.09685637209602e-05,2.07013120294278e-05,1.99744060543228e-05,2.42050257916634e-05,3.20515749985162e-05,4.04103224541286e-05,4.52927568828951e-05,4.64676431878346e-05,4.52661620229168e-05,4.34323699388459e-05,4.25758031848476e-05,4.35295042068366e-05,4.56063154659494e-05,4.78407315594619e-05,4.90922977093169e-05,4.81485033340561e-05,4.45687981923117e-05,4.02135065733625e-05,3.6962848148746e-05,3.61718711338767e-05,3.93865722669604e-05,4.94928615587945e-05,7.02149886820046e-05,0.000107093379877361,0.000167197704233011,0.000254403009757832,0.000360013640747404,0.000468109490345238,0.000567582304934218,0.000651765860393151,0.000719886744617953,0.000776540730839535,0.000822611427597815,0.000849836985860011,0.000849590474626653,0.000815529138432158,0.000745866518150208,0.000648572437083086,0.000541643230623208,0.000439540977733988,0.000350663369417484,0.000278266018614739,0.000221933456067565,0.000178884373286582,0.000146352929035907,0.000122068099395734,0.000104247838202896,9.16894791344772e-05,8.4369222050922e-05,8.28475116635679e-05,8.85585586341283e-05,0.000105114351985494,0.000140699945349497,0.000203580774852898,0.00029300243553945,0.00038566081975985,0.000426823007111477
"37",1.46876554080163e-05,9.79808576125956e-06,9.64221506618275e-06,1.20285821081834e-05,1.63459187191048e-05,2.08270146009913e-05,2.31493227220967e-05,2.33179388202244e-05,2.22977682063376e-05,2.12046335309852e-05,2.10060761342194e-05,2.22071732008065e-05,2.43341278786944e-05,2.66351833377612e-05,2.80644302619842e-05,2.74322001716419e-05,2.43579070345625e-05,2.05792858911246e-05,1.76398129232939e-05,1.6356612838493e-05,1.74940707987856e-05,2.2766712852668e-05,3.5038901182413e-05,5.9679698860001e-05,0.000105250774883294,0.000179822094724198,0.000279337534868416,0.000388213861045917,0.000492739187843841,0.000583627553437203,0.000659166886801547,0.00072512544051189,0.000783174985270003,0.000823013528788666,0.000833000176743458,0.000803823348170627,0.000732080639609572,0.000627720656396553,0.000513921198775794,0.000408320825180072,0.000319987996156357,0.000251388416649032,0.000200322849965935,0.000161052359971461,0.000129412763548541,0.000102963331314401,8.03536400548586e-05,6.13266244561082e-05,4.7672633577128e-05,4.00339543413793e-05,3.85226428221553e-05,4.50527053726968e-05,6.72799870522337e-05,0.000118849971488448,0.000210502159184854,0.000316259511724852,0.000340993015374724
"38",5.71462829161693e-06,3.81639266213275e-06,3.80604402163523e-06,4.8300431476849e-06,6.64638386363305e-06,8.46546588095659e-06,9.27287869360949e-06,9.15064966152881e-06,8.59985333326702e-06,8.13692022119693e-06,8.19306343620316e-06,9.02139505601657e-06,1.0432042243962e-05,1.20461128182989e-05,1.32074863652788e-05,1.30738281870219e-05,1.13449419845672e-05,9.15463928267088e-06,7.45906030250012e-06,6.66339341054036e-06,7.08663031871128e-06,9.61252682450578e-06,1.60720940887919e-05,3.05250063901476e-05,6.06718377197022e-05,0.00011626963727743,0.000198684424974514,0.000296834874505996,0.000397803256807505,0.00049123672711303,0.000574181482986794,0.000652256207956273,0.000727057338390578,0.000785729848317401,0.000812242400341477,0.00079242751251488,0.000719902263823884,0.000607335959868536,0.000485547010524133,0.000376523957829314,0.000289884636125601,0.000226799044452321,0.000182755984242923,0.000148091785330317,0.000116787157977608,8.67440615508457e-05,5.8727395464616e-05,3.55826625791274e-05,2.09010278755361e-05,1.34330303167772e-05,1.06625816892774e-05,1.17987949030701e-05,2.01994592009358e-05,4.74808376469979e-05,0.000116136343802223,0.000223276629768531,0.000254857795178171
"39",1.73594850229284e-06,1.1553248323201e-06,1.15058380501531e-06,1.45645019657349e-06,1.99045611910101e-06,2.49928264411533e-06,2.68135525495286e-06,2.59195618792814e-06,2.40344518834212e-06,2.27600393788198e-06,2.3431238982716e-06,2.70086820560366e-06,3.31668610483415e-06,4.0809214797781e-06,4.73178543305954e-06,4.86255842491159e-06,4.26923125339729e-06,3.42611798029192e-06,2.76370743336161e-06,2.46427027217444e-06,2.67091783525174e-06,3.81084782204602e-06,6.89332698847423e-06,1.44209421341325e-05,3.18199911622467e-05,6.75355322582304e-05,0.000126285049845993,0.000203478703644798,0.000290765299331553,0.000379764205311036,0.000467223380228194,0.00055774758776883,0.000652305180817216,0.000735547857045203,0.0007856524858604,0.000780947716559241,0.000709794004501613,0.000588169128109812,0.000457413228849989,0.000345093162931492,0.000261077635799995,0.000204735506928121,0.000168990002670017,0.000139362801676017,0.000107273618646617,7.20014752948172e-05,3.93671936711367e-05,1.68170096658745e-05,6.44152764916936e-06,2.73633039569703e-06,1.59481251345506e-06,1.57773499154215e-06,3.19018454378782e-06,1.11137385070847e-05,4.37139507147456e-05,0.000126546678157852,0.000175754938913823
"40",3.91839545358517e-07,2.56723245067573e-07,2.49495988026539e-07,3.0649873758913e-07,4.05588724433622e-07,4.93596511017171e-07,5.15530497499374e-07,4.89112816377866e-07,4.50466536056952e-07,4.30369262223843e-07,4.55742993511589e-07,5.51519356767734e-07,7.21837798706645e-07,9.54940575949602e-07,1.1934128408288e-06,1.31674738072608e-06,1.23059173858124e-06,1.04402547011961e-06,8.87307247940062e-07,8.33648825894128e-07,9.554737881384e-07,1.45117501725259e-06,2.81224274872238e-06,6.33262575077299e-06,1.50851008597423e-05,3.46083876555394e-05,6.99234818555933e-05,0.000121597041728689,0.000187326777313915,0.00026348911343193,0.000348755066519481,0.000447434846476121,0.000560572552975001,0.000671578058102839,0.000751932326240469,0.000769012764644431,0.000702202943939524,0.000570876437134529,0.000430249114218121,0.000314772280848343,0.000234084059473093,0.000185287544528489,0.000158823073577152,0.000134492364843281,0.000100024919558618,5.80838268480669e-05,2.34125408190209e-05,6.07912647701072e-06,1.26427679513883e-06,2.95845289422399e-07,1.09470743147097e-07,9.00185062022042e-08,2.22062099140949e-07,1.30493845235348e-06,9.97301162895224e-06,5.36923303315213e-05,0.00011030031038239
"41",6.28016827207122e-08,3.98048846426172e-08,3.6695033517175e-08,4.23650712820291e-08,5.27426846100971e-08,6.10754746742537e-08,6.17587613451143e-08,5.77196169490145e-08,5.32548059612163e-08,5.18110080509106e-08,5.67647917103017e-08,7.21805250147407e-08,1.00794876159956e-07,1.44439007889656e-07,1.98476161060925e-07,2.44376933133379e-07,2.58300144057533e-07,2.49490363798579e-07,2.41036476122986e-07,2.54945219112715e-07,3.23133012086046e-07,5.29526047372143e-07,1.08453536660408e-06,2.55080589332539e-06,6.32843437621379e-06,1.52127665687861e-05,3.2675609593936e-05,6.13762783885148e-05,0.000103343945618376,0.000160085263460052,0.000234138964810116,0.000331638780752151,0.000456047468854573,0.000592674031085922,0.000707211394241051,0.000752794600332756,0.000694585519940074,0.000554184588888503,0.000403788942407421,0.000285856787074074,0.000209198975909483,0.000168387676583178,0.000151928978706346,0.000133052917055606,9.42287406102776e-05,4.49613469337196e-05,1.20424240487221e-05,1.60904432001886e-06,1.47997242761877e-07,1.55360467099365e-08,3.08790220239627e-09,1.92778026621071e-09,5.92601924940571e-09,6.66502340003832e-08,1.20299758426312e-06,1.51158853565256e-05,5.73574034169436e-05
"42",6.94119123139994e-09,4.20179422845786e-09,3.59603222448132e-09,3.80715710824541e-09,4.36281560936228e-09,4.74266966911987e-09,4.62828391475854e-09,4.27800025495688e-09,3.98428831874708e-09,3.97754670539689e-09,4.527430773757e-09,6.04559103785113e-09,8.99793428135912e-09,1.40169019457887e-08,2.14612237791011e-08,3.03276125054972e-08,3.7949098241962e-08,4.41642763257222e-08,5.14229837781421e-08,6.44421554576826e-08,9.35017223047977e-08,1.6704399773407e-07,3.5790408391929e-07,8.60112909248436e-07,2.16785704676229e-06,5.3582812708418e-06,1.21806111085663e-05,2.49896161241858e-05,4.70307812124591e-05,8.26083213263239e-05,0.000137775277115628,0.000221852952540738,0.000343218977441027,0.000493733974516381,0.000638027306901,0.0007155153404535,0.000672850002167914,0.000529839121359528,0.00037470904613214,0.00025764106662359,0.000186446019512441,0.000153728530405385,0.000147312240933716,0.000133598494808505,8.85279559455318e-05,3.30912539806981e-05,5.38688499282877e-06,3.22512464681325e-07,1.10513784950251e-08,4.35287977886867e-10,3.96118011103334e-11,1.6740083957527e-11,6.1274154398218e-11,1.35114412533708e-09,6.22111446973025e-08,2.04295570683445e-06,1.63439125848531e-05
"43",5.15898600955753e-10,2.96556085764108e-10,2.32879213387164e-10,2.2297289704828e-10,2.32320196649671e-10,2.35427768092022e-10,2.21635257324838e-10,2.03407400470143e-10,1.92343417840755e-10,1.98064447167867e-10,2.34718847489139e-10,3.2852643015735e-10,5.19564277740676e-10,8.79113271438425e-10,1.50687399048478e-09,2.47756780861178e-09,3.76150680371332e-09,5.44367911117038e-09,7.89647161409172e-09,1.20725528565207e-08,2.04553166525549e-08,4.00815921323517e-08,8.93826105931413e-08,2.17273392338358e-07,5.51338262929522e-07,1.39862226902322e-06,3.40244817808685e-06,7.80983280439491e-06,1.69730629070842e-05,3.50655796459833e-05,6.91414034574397e-05,0.000130575910587024,0.000232848380556909,0.000377799344331673,0.000536618612384587,0.000641985992766447,0.000622545078073492,0.000489627078409767,0.000340031851281651,0.000229525350033054,0.000165766184887613,0.000140997885767043,0.000143979738400711,0.000134481275340898,8.17083083800409e-05,2.29660805170398e-05,2.12371440298257e-06,5.16160949105872e-08,5.82023651602213e-10,7.4813381091082e-12,2.6964690156346e-13,6.70321934985257e-14,2.57572788712836e-13,1.00467311548704e-11,1.09807813091347e-09,9.1157441415724e-08,1.55800267072314e-06
"44",2.51437587832794e-11,1.37435512712713e-11,9.88432556019682e-12,8.53113055343972e-12,8.05953100878995e-12,7.61007267001069e-12,6.92748168209922e-12,6.33733813327311e-12,6.10910317067358e-12,6.50700738452956e-12,8.0292899086505e-12,1.17427023546089e-11,1.96342554292174e-11,3.58945715335613e-11,6.86157077434442e-11,1.31162969651079e-10,2.42450588182335e-10,4.3918486773941e-10,7.99918474436966e-10,1.50307433281356e-09,2.98960424609971e-09,6.43611989070416e-09,1.49394388717004e-08,3.67975758462795e-08,9.46510850995945e-08,2.50207400487705e-07,6.68995750666085e-07,1.78274255615371e-06,4.66968966960236e-06,1.18583441830564e-05,2.87938179037607e-05,6.59162375347664e-05,0.00013876294152869,0.000258376980597279,0.000408926795942572,0.000528641126108244,0.00053655459936262,0.000429213369537489,0.000298408393757862,0.000201293455018162,0.000147072491624005,0.000129932723461488,0.000141065684775065,0.000134041061041429,7.29806274418398e-05,1.49063122223011e-05,7.47765361678359e-07,6.95492417127492e-09,2.3902104743499e-11,9.06889782288434e-14,1.13655453981635e-15,1.40762267053108e-16,4.61863615970074e-16,2.5322451345924e-14,5.2669174263958e-12,9.23500016156481e-10,3.03331701869348e-08
"45",7.83609086263145e-13,4.10731086489621e-13,2.72703569797701e-13,2.13751488339649e-13,1.84341231272893e-13,1.63167537464633e-13,1.44360988173858e-13,1.321498900093e-13,1.30163761500389e-13,1.43458125385257e-13,1.83970842465731e-13,2.79888689680412e-13,4.91309153228258e-13,9.61102530104462e-13,2.02368144353579e-12,4.42980232031804e-12,9.79496868085405e-12,2.18004304082521e-11,4.89926305261705e-11,1.11521987911634e-10,2.57937614663421e-10,6.08503230191079e-10,1.47788904523171e-09,3.73922860752836e-09,9.97286334338341e-09,2.83721206338278e-08,8.69754998461166e-08,2.82840695430711e-07,9.4153070306402e-07,3.09423934795159e-06,9.68231816296188e-06,2.78219011635996e-05,7.07831330978073e-05,0.000153675356039636,0.000274407327421216,0.000388409436797073,0.000420124658070371,0.000350285402769904,0.00025046602874069,0.000173079850829695,0.000130257595201291,0.000120311228235825,0.000137781836975849,0.000130665932999717,6.21400238629543e-05,8.97373296997775e-06,2.38298659342868e-07,8.31910760306308e-10,8.46277840169037e-13,8.91473652947235e-16,3.4611732641336e-18,1.76285836832035e-19,3.706818941551e-19,1.99930626349176e-17,5.46555915951974e-15,1.46082126199611e-12,7.36370973466574e-11
"46",1.52823542007268e-14,7.79578475772345e-15,4.85917143855682e-15,3.51805760002031e-15,2.81246773866401e-15,2.36165326316181e-15,2.04648370929232e-15,1.8820818233796e-15,1.89577754224362e-15,2.15841786400955e-15,2.86642970217879e-15,4.51195132482208e-15,8.2434185223877e-15,1.7026152505566e-14,3.87202636509303e-14,9.44319812887247e-14,2.41007850117636e-13,6.33192326223357e-13,1.68816392713286e-12,4.5024641602091e-12,1.18419915040571e-11,3.04067623160794e-11,7.79615308282537e-11,2.07249273354055e-10,5.93172779145737e-10,1.89809526602087e-09,7.02651226427144e-09,2.95090915640428e-08,1.32234692487203e-07,5.94034110750239e-07,2.51337116924456e-06,9.41324043960727e-06,2.97317491719737e-05,7.67817336738241e-05,0.000157365395866305,0.000248446086393057,0.000293351541068441,0.000262906085259488,0.000199790274604358,0.000145633054621258,0.000115188189527927,0.000111832617790199,0.000133435666779765,0.000123373885192728,4.99558933171121e-05,5.00641329390927e-06,7.01790451070801e-08,9.3610950983816e-11,2.860427469891e-14,8.16640260162544e-18,8.90016578436305e-21,1.51288099869579e-22,1.43670085348424e-22,4.81641209284756e-21,1.05801266420635e-18,2.75488728637562e-16,1.53814877897122e-14
"47",1.86082511241928e-16,9.39809570409618e-17,5.61035374764678e-17,3.82952608412067e-17,2.89129596086363e-17,2.33683885366442e-17,2.00185245284503e-17,1.8585603402372e-17,1.91689562856088e-17,2.25129998285055e-17,3.08603001391946e-17,5.00113742747359e-17,9.43337575809628e-17,2.03054227849673e-16,4.89012940482367e-16,1.29184061719278e-15,3.66636613175677e-15,1.08998606364624e-14,3.30576887822689e-14,9.96090200507862e-14,2.90407412969047e-13,8.03506101974283e-13,2.18484722582561e-12,6.19985105876198e-12,1.94987348748022e-11,7.21827323371718e-11,3.32303958632736e-10,1.85708348504103e-09,1.15648117559289e-08,7.35483211489096e-08,4.37773877773541e-07,2.23655372926431e-06,9.22883414758342e-06,2.99169878827106e-05,7.4268588484603e-05,0.000137632664013058,0.000185644841900943,0.000185706719194796,0.000154410381616843,0.000121103355523732,0.000101670114412299,0.000103684592803774,0.000127548435321657,0.000113359110208897,3.86775630590796e-05,2.69205641251988e-06,2.03110598695048e-08,1.07900098702674e-11,1.03030265056996e-15,7.98985541786943e-20,2.2779603647616e-23,1.08090756565332e-25,3.37419945838808e-26,4.58322808120772e-25,5.07034024056191e-23,8.32712548325644e-21,3.70060683373165e-19
"48",1.42059472888207e-18,7.23389336916298e-19,4.22500381764802e-19,2.77930105222865e-19,2.02207819191197e-19,1.59825983972646e-19,1.3678527862338e-19,1.28968325149807e-19,1.36510761853677e-19,1.65302435759877e-19,2.33343457136141e-19,3.87798208570332e-19,7.50041249829969e-19,1.66357485897359e-18,4.16952005205328e-18,1.16365696564397e-17,3.55253978661179e-17,1.15052139694749e-16,3.82011987490116e-16,1.25681277200201e-15,3.95968140007194e-15,1.16526821677277e-14,3.3522080471786e-14,1.01922744003787e-13,3.54175315636363e-13,1.52105343165084e-12,8.67407078124402e-12,6.39943981861840e-11,5.51531342959926e-10,5.00390068362473e-09,4.30683677402268e-08,3.17144426767681e-07,1.855898696514e-06,8.32691596904786e-06,2.77055613099573e-05,6.61184561482489e-05,0.000109493028257459,0.000127844109957936,0.000118903837501125,0.000100911402311545,8.95204314384768e-05,9.50932345307054e-05,0.000119821559314007,0.000102329457993685,2.9709407504816e-05,1.47082894653069e-06,6.22805525933734e-09,1.39994274448153e-12,4.42662050158417e-17,9.55996060358332e-22,6.8604695620803e-26,7.9589841949371e-29,6.33928254866799e-30,2.45435521289377e-29,9.23030895360373e-28,6.56145896027987e-26,1.71559116271242e-24
"49",6.82827735647177e-21,3.57382024355267e-21,2.08894057946831e-21,1.35573628704134e-21,9.71323792785669e-22,7.63918801308471e-22,6.60918215070448e-22,6.37321947839273e-22,6.94601633403591e-22,8.67628158759361e-22,1.25949925816631e-21,2.14034111739326e-21,4.22097548131894e-21,9.55420306271371e-21,2.4549064991619e-20,7.08176222832209e-20,2.25874564681254e-19,7.70437785447119e-19,2.70526485893395e-18,9.4132952465285e-18,3.12457492753389e-17,9.62494623091392e-17,2.90193771604747e-16,9.37553976966882e-16,3.55423724948332e-15,1.7312588644259e-14,1.17826052082917e-13,1.09611802976232e-12,1.2560004130742e-11,1.59397131040432e-10,2.01451853376026e-09,2.28093123523543e-08,2.11972940730713e-07,1.5165355301116e-06,7.84652184109495e-06,2.75805372155201e-05,6.18910291575978e-05,8.88263041743764e-05,9.38157769809922e-05,8.54315967708369e-05,7.8588225460775e-05,8.5561880284582e-05,0.000110150100072105,9.16212687827181e-05,2.33238418704312e-05,8.60759466637214e-07,2.18135832434249e-09,2.24668880925751e-13,2.53928790828438e-18,1.60178869606092e-23,2.87414303854531e-28,7.47664949786102e-32,1.25781445239223e-33,1.05382236095565e-33,9.79532152251511e-33,2.19235856125899e-31,2.56440857995588e-30
"50",2.07517818002194e-23,1.1391943303207e-23,6.82559431601739e-24,4.48089237128303e-24,3.23557211942608e-24,2.57990312586246e-24,2.28599194099864e-24,2.27303070005733e-24,2.56181846839553e-24,3.3056508569335e-24,4.93261459357796e-24,8.55476210206287e-24,1.71278010961177e-23,3.92514230117421e-23,1.02086078944675e-22,2.98766680915892e-22,9.70840202946197e-22,3.38633746248386e-21,1.21913710114199e-20,4.35599743066727e-20,1.48528009087744e-19,4.69920487252386e-19,1.46073186181762e-18,4.91349463568703e-18,1.97024594605224e-17,1.03752001267749e-16,7.85289491796951e-16,8.47124810688961e-15,1.19604302706267e-13,2.02558085983309e-12,3.77118066005824e-11,7.07105895336159e-10,1.2054883121737e-08,1.65546046918605e-07,1.62038596654854e-06,1.00029607139901e-05,3.44774540249586e-05,6.45047740776469e-05,7.79937734812395e-05,7.45070544629672e-05,6.8748341720683e-05,7.49052012467166e-05,9.86639260939945e-05,8.21454731862269e-05,1.92790704746243e-05,5.68805971720789e-07,9.4084090954031e-10,4.90084260098882e-14,2.17691945297679e-19,4.30337485522836e-25,1.98014511196287e-30,1.10925575581211e-34,3.4797041626156e-37,5.16901005330307e-38,9.29897121730981e-38,5.05266424470668e-37,2.06804280283543e-36
"51",4.00793716088711e-26,2.35725888468181e-26,1.4846650240997e-26,1.01213828486962e-26,7.54912761793274e-27,6.2264667076153e-27,5.73195171309049e-27,5.93249016756374e-27,6.95243389288501e-27,9.29166903648827e-27,1.42624415473501e-26,2.52284997717154e-26,5.11361590624743e-26,1.17942836923046e-25,3.07389819055785e-25,8.98978881189486e-25,2.9152687969457e-24,1.01452113408114e-23,3.64664830242878e-23,1.3030882952682e-22,4.45551473067627e-22,1.41846946106156e-21,4.44948970401136e-21,1.512745996579e-20,6.13303894096213e-20,3.26232819650553e-19,2.49288460116185e-18,2.78342800680513e-17,4.36185900543364e-16,9.20097842568447e-15,2.50567134748839e-13,8.4323922362659e-12,3.1163939089068e-10,1.02151647089577e-08,2.38347898347486e-07,3.17710562573646e-06,1.94321000931772e-05,5.04640808718208e-05,6.99525346202973e-05,6.77253134737567e-05,5.99229377479593e-05,6.34011593054276e-05,8.58505079853931e-05,7.4367852839233e-05,1.72033068235315e-05,4.43619433075995e-07,5.32315044543973e-10,1.57396851750251e-14,3.07297709319257e-20,2.08775441469489e-26,2.60707787860112e-32,3.16068200980258e-37,1.73872047213918e-40,4.04393373433864e-42,1.18653221837727e-42,1.27950413476981e-42,1.47732455723463e-42
"52",4.97754894401425e-29,3.20544943702664e-29,2.17671689157336e-29,1.58226876698249e-29,1.24982590141635e-29,1.08892980141349e-29,1.05810963405288e-29,1.15304593272911e-29,1.4163506552229e-29,1.97118004076108e-29,3.12414997546122e-29,5.65070441379989e-29,1.16045532042142e-28,2.68930966118064e-28,6.98990366697923e-28,2.02512108527431e-27,6.46986506395465e-27,2.21106162992663e-26,7.80038442705711e-26,2.74150361054245e-25,9.26333602460128e-25,2.93368701519949e-24,9.17652902294408e-24,3.0968862155033e-23,1.23197619704979e-22,6.31186592613942e-22,4.53989659596612e-21,4.82653583466637e-20,7.77267434603517e-19,1.94172017141259e-17,7.7058386961245e-16,4.9550010017456e-14,4.51198159871859e-12,4.16879249767436e-10,2.76380926005335e-08,9.298141078987e-07,1.12379583588727e-05,4.23501709515394e-05,6.71132810818975e-05,6.38945823707429e-05,5.2208181614069e-05,5.23056021840732e-05,7.30330937531235e-05,6.79512017703964e-05,1.6409522816047e-05,4.00619000158124e-07,3.85140622639562e-10,7.24835177314678e-15,7.00226035488058e-21,1.82192415438357e-27,6.71477132439704e-34,1.84355841219135e-39,1.76713013517762e-43,6.06558030898151e-46,2.61548798521328e-47,4.85964449854829e-48,1.33451211342106e-48
"53",4.03406038666565e-32,2.90787243135875e-32,2.18314614952942e-32,1.7367839119307e-32,1.48951641512359e-32,1.40092341309947e-32,1.46219116671737e-32,1.70111551975332e-32,2.21450881802982e-32,3.23824009171855e-32,5.33948143175136e-32,9.94051293530305e-32,2.07941336162421e-31,4.85968057903054e-31,1.26160097241562e-30,3.61739754344666e-30,1.13442649627274e-29,3.78744064240936e-29,1.30442147400034e-28,4.49061624931691e-28,1.49734926870464e-27,4.72813630282143e-27,1.48094053101445e-26,4.97528966906549e-26,1.93891697329213e-25,9.47953670011229e-25,6.29264762997899e-24,6.20368918459973e-23,1.00179761377963e-21,2.92321460335568e-20,1.70031564551175e-18,2.16094541561523e-16,5.15547525855849e-14,1.44994084539762e-11,2.95711264467915e-09,2.69030053923175e-07,6.72615204068987e-06,3.73787968873758e-05,6.73167362298231e-05,6.18633080111028e-05,4.56802889153764e-05,4.26759092778932e-05,6.13910667754816e-05,6.23878878790794e-05,1.63106008698197e-05,3.99499353370355e-07,3.33841645458155e-10,4.44449151901943e-15,2.39619170153758e-21,2.6964246564612e-28,3.27184334137637e-35,2.21158901120156e-41,3.86355653047861e-46,1.96055907342046e-49,1.19360312601526e-51,3.52590062414428e-53,2.04386894408533e-54
"54",2.16526311379007e-35,1.78650735838893e-35,1.52018960624425e-35,1.35800134407547e-35,1.29635159308834e-35,1.3459344416106e-35,1.53805045681795e-35,1.94178758840121e-35,2.71699329926913e-35,4.22670920851459e-35,7.33349609168584e-35,1.42032205226558e-34,3.05643323779881e-34,7.26825786708894e-34,1.89962589185202e-33,5.42704202541459e-33,1.68004998724517e-32,5.50956780952808e-32,1.86435447046844e-31,6.34065873645107e-31,2.1111277460974e-30,6.75438720018119e-30,2.16180547327527e-29,7.4042513998031e-29,2.90347428361556e-28,1.39465084214797e-27,8.81119557359824e-27,8.30639491694137e-26,1.38337911717607e-24,4.82448455968449e-23,4.17610923787338e-21,1.05429774834842e-18,6.55529877040535e-16,5.54115200401742e-13,3.41794096214586e-10,8.25780316788524e-08,4.20218106224027e-06,3.40154443763424e-05,6.89867626895298e-05,6.07771705041102e-05,4.03271148142909e-05,3.49407280201753e-05,5.15376094882506e-05,5.73017024406609e-05,1.64677311002613e-05,4.19464342755749e-07,3.24730756510298e-10,3.36874803647139e-15,1.14536633115335e-21,6.37921417638991e-29,2.91598435176182e-36,5.48083561360147e-43,1.92125957369618e-48,1.53446449477262e-52,1.35102467383985e-55,6.22239784094928e-58,7.11365416430351e-60
