"","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"20",0.00123848057294491,0.00121406761260376,0.00108608525307034,0.00117918688053883,0.00120097987195097,0.00125606735532575,0.00129378057609136,0.00142203813619324,0.00144914626557822,0.00153568671733972,0.00155835627483107,0.00154588463811385,0.00147499018779512,0.00157346456326667,0.00156847630609352,0.00150713009813061,0.0014013266897918,0.00138724490445226,0.00145106188873479,0.00143647722889668,0.00143290274409207,0.00147251732846072,0.00137183904987096,0.00123133185599023,0.00118287283093284,0.00120116635254358,0.00113661528503133,0.00119646611426774,0.00112604968251475,0.00112534392218144,0.00104176221008881,0.00114866187175708,0.00113126237466014,0.00105329123382273,0.00108840838463718,0.00105960932381982,0.000993597516093348,0.000921187049288523,0.00087562852302274,0.000831155211640163,0.000760462671338137,0.000805723185377421,0.000890420419524798,0.00088508096609992,0.00098697991283821,0.000956542507919946,0.000987043934969277,0.00102817037018724,0.000993118367052162,0.000939756216025266,0.000820333515500416,0.00080824416826007,0.000812327992742544,0.000795218928310161,0.000723223891815482,0.000747578798939315,0.000801435955910814
"21",0.00123099483595957,0.00120348744508053,0.00110473559617398,0.00118022044337999,0.00120093202344681,0.00124421222170701,0.00128651804816385,0.00140204420803604,0.00144222348467136,0.00151857990980024,0.00152255440040354,0.00152068846086933,0.00144963424441871,0.00152521324200616,0.00154528153494032,0.00148883591545416,0.00140774777159956,0.00139151539566029,0.00144712195931939,0.00142612861030531,0.00142614569341741,0.00147360725996249,0.00139631038869548,0.00124410559980434,0.00119761961858016,0.00121642025362765,0.00116103470067687,0.00121257163296437,0.00114970811452104,0.00111834043551354,0.00104935971410112,0.00114422817054917,0.00113943330493492,0.00104891894560749,0.00110049874562139,0.00106881836713532,0.000986957719791748,0.000907190359137819,0.00088637782411195,0.000827365658420756,0.00077112182450218,0.000813176217011632,0.00085873798368079,0.000894720408158606,0.00098970036444103,0.000956948212196793,0.00101281830800526,0.00106352904645193,0.00103180249127036,0.000982758081405923,0.000869994597083651,0.00086064225204418,0.000870166672767249,0.000847730034715405,0.00079564673013317,0.000813721314887758,0.000870975269335507
"22",0.00116642816355269,0.00113392070449934,0.00107579515705798,0.00111799847796781,0.00113752408786926,0.00116443010475543,0.00120738387155985,0.0013024250470066,0.00134519844665965,0.0014161294187786,0.0014087077144511,0.00140837889400215,0.00135643393258645,0.00139921284310953,0.00145446458530987,0.0013968637293645,0.00135394786571799,0.00133766819400954,0.00137392837759088,0.00134892837583595,0.00136784896555074,0.00141828948877049,0.00135388390216315,0.00120958259562632,0.00115833157641338,0.0011776958628606,0.00114170283735933,0.00119636599210228,0.00114267842700724,0.00108304100415555,0.00104349411353319,0.00112972684571523,0.00112637585519115,0.00103954364503778,0.00109779509627289,0.00106592481590222,0.000981553724934778,0.000893961437925475,0.000875196001731953,0.000794516271163892,0.000758125296476598,0.000786740628415403,0.000807317110408974,0.000863644953261765,0.000934666519642903,0.000910702143319054,0.000986584186393585,0.00104552888455595,0.00101022873056551,0.000969225888768175,0.000873150947460344,0.00087039266883304,0.00087568183848017,0.000856232785909977,0.000828228848430871,0.00084003368542693,0.000903620373985321
"23",0.00106400293242125,0.00102932950397236,0.00100555504183991,0.00101403163440398,0.00103504195262559,0.00104673247461432,0.00108737211973559,0.00115957648871368,0.00119838591104048,0.00126649250261065,0.00125390261262358,0.00124940780235737,0.00122235771515799,0.00124040021573229,0.0013218745802858,0.00126230970622844,0.0012572705024806,0.00124273039033439,0.00125936899852918,0.00123247682561787,0.0012776333274678,0.00132756923004991,0.00127336457887131,0.00114416029039337,0.00108874186297364,0.00110848218236988,0.00109255077870591,0.0011578918336982,0.00111401791508164,0.00104368237970009,0.0010281168377907,0.00110827909022212,0.00110048800867271,0.00102666536997524,0.00108585150361343,0.00105545552958507,0.00097672510184496,0.000880652618793233,0.000848826667872433,0.000750545024996982,0.000728109881182231,0.000741860298215246,0.000771761410414791,0.00081076475639049,0.000849722327442021,0.000847026776765596,0.000926179031820354,0.000991158818329249,0.000952997824243161,0.000921415067340267,0.000842439606788159,0.000848343845239325,0.000846896859426118,0.00084044450419747,0.000827828077630851,0.000839832474206223,0.000914219174809421
"24",0.00094370177362274,0.000912629478404767,0.000904472456386601,0.000891016552367455,0.000917569537561861,0.000918896408461405,0.000955554233219825,0.00100657385601867,0.00103918708854501,0.00110474489696747,0.0010909129463911,0.00108022610403834,0.00107313359279714,0.00108501917764587,0.00117236169710676,0.0011142625384396,0.00113679877394739,0.00112509711902484,0.00113028517713355,0.00110289850393831,0.00117451028353285,0.001222124791088,0.00118282473729378,0.0010646782372424,0.0010115093110875,0.00103140231425578,0.00102857809311517,0.00110777165938736,0.00107356847372806,0.00100556222427861,0.00100735577712251,0.00108302181561408,0.0010700228063141,0.00101181462562815,0.00107022942064651,0.00104183882437324,0.000971915226352474,0.000866477025756815,0.000815184301904061,0.000707926021318483,0.000689765800580763,0.000693482347234894,0.0007507504763936,0.000753939058642346,0.0007600052800203,0.000784431953099606,0.000850700704978901,0.000919400002605908,0.00088548179186488,0.000862969361672895,0.000793797367526209,0.000808716069990918,0.000805105101195289,0.000817297787230292,0.000806306751009578,0.000826635841184796,0.000909115673249769
"25",0.000821650012467217,0.000800605207835931,0.000785246227703249,0.000767104395066479,0.000803255305212726,0.000800470832335206,0.000832623782026369,0.000866195389714147,0.000893290365293792,0.000955330830400255,0.000941968924806807,0.00092561612241949,0.00092813568208448,0.00094795241334333,0.00102549081284122,0.000973958977160007,0.00100909594668644,0.00100109770900115,0.00100695425369841,0.000979681996559505,0.00107360124017288,0.0011184056848688,0.001096448556847,0.000985083886593887,0.000939177837211095,0.000958886721194131,0.000962903374237261,0.00105561228870507,0.00103042044717569,0.000968662646028317,0.00098510558298464,0.00105684481756859,0.00103998715513628,0.00099638411842375,0.00105436098851689,0.00102782593317283,0.000966721447397021,0.000851033439987759,0.000779812580774664,0.000667504113848172,0.000649415382051116,0.000649194833086477,0.000735448794632638,0.000702747255522941,0.00067750032882588,0.000720878875976655,0.000775723012986729,0.000846348147973165,0.000820761596743397,0.000806718856947366,0.000741831713660468,0.000765043531017875,0.000763112689102002,0.000789822548070928,0.00077646846411843,0.000804844001349114,0.000892080783380802
"26",0.000705358429181544,0.000696377908863655,0.000660620327423832,0.000650137745042497,0.000696859238845188,0.000695963122347984,0.000723673817135629,0.000743550646622582,0.000766755291888502,0.000824321630863091,0.000810213568663184,0.000790996121891995,0.000793599251754265,0.000825606739850059,0.000893474283390958,0.000847227606001566,0.00088020932197142,0.000882099733804165,0.000893036538509418,0.000865914145067168,0.000976620808310748,0.00101950427433072,0.00101222412527683,0.000910074389789594,0.00087283273838206,0.000891513992934977,0.000901242618412582,0.00100580462152043,0.000988843555630853,0.00093291278422102,0.000963266729423645,0.00103114068667786,0.00101086704509566,0.000981100671481883,0.00103863636277365,0.00101379194855236,0.000961062746335941,0.000834482835838489,0.00074373129615765,0.000628586454121117,0.000608484068034411,0.000607762868847469,0.000719723873830687,0.000657216285395406,0.000601273357655579,0.000652765869573304,0.000704659343201377,0.000776622855092106,0.000757308922404796,0.000752065668081527,0.000692175823406873,0.000722713393721439,0.000721914586751758,0.00075868231675061,0.000744951516838069,0.000777147657877134,0.000867167912959188
"27",0.000596603097073302,0.000595437418551053,0.000540693385280478,0.000541414294205239,0.000595371786295739,0.000601315761084618,0.000624809644085583,0.00063407013157556,0.000654813620382371,0.000707413879689267,0.000688716386343291,0.000671315079167562,0.000668065759264022,0.00071455427052193,0.000776020796417979,0.000730789384488663,0.000749663459019195,0.000767322409806677,0.000782155465570726,0.000755033845852366,0.000876494329591581,0.000919628583383478,0.00092768207046187,0.000837620071785919,0.000812427376992477,0.000828871729711601,0.000843488657794038,0.00095832600428286,0.000948930954219569,0.000898307761815197,0.000941841776821915,0.00100591244990793,0.000982516971968602,0.000966005569978457,0.00102293282113128,0.000999658343640011,0.000954957330329552,0.000817113421058457,0.000707429189900285,0.000590768225838563,0.000567750948991552,0.000567924995175862,0.000700124920908676,0.000616694881825586,0.000529996189796489,0.000578385583951664,0.000632825922274236,0.000706716932500397,0.00069321486615435,0.000697769564482054,0.000643460054609806,0.000680410898421227,0.000681587894286025,0.000724627122335079,0.000712662409930188,0.000746132293391835,0.00083838217460524
"28",0.000496683872990212,0.000495906464249774,0.000432328119453726,0.000442045174652514,0.000497599550953012,0.000513814430029184,0.000533398094610597,0.0005347310929132,0.000554059006276071,0.000601550414181223,0.000573723320816674,0.000563194170122342,0.000551188467467276,0.000612822608159169,0.000668716939092048,0.000622587427179522,0.000619240124124932,0.000652547836020554,0.000670846832591686,0.000643616856728801,0.000769151938235184,0.000815173679306692,0.000841432699094266,0.000766097468245221,0.000757916220626052,0.000770652690083722,0.000789374919255156,0.000913006421292596,0.000910591110609015,0.000864946440069895,0.000920746687948314,0.000981091796847883,0.000954836312861715,0.00095099315344053,0.00100716368818659,0.000985377464803462,0.000948308241358618,0.000799046265685657,0.000671285456948706,0.000553869430961715,0.000527806785495699,0.000529003265316592,0.000675440081904884,0.000580630015148961,0.000462917232253448,0.00049800918282861,0.000557341964485115,0.00063422411785212,0.000627401734278379,0.000643044783052294,0.000594524138093546,0.000636928158532982,0.000642343188208003,0.000688488857863686,0.000680357313171665,0.000714226965319109,0.000809218923042091
"29",0.000406720385845023,0.000398713115924219,0.000339262435272675,0.000353156497966625,0.000404248715774227,0.000432230562106446,0.000448240468177653,0.000444033961681185,0.00046263668344386,0.000505083149515631,0.000464530980569386,0.000464955495293179,0.000443738325167394,0.000519363534759527,0.000569056949929613,0.000521893075625087,0.000492837788529636,0.000537192182485966,0.000558816045779533,0.000531576733921039,0.00065415653329349,0.00070521637010721,0.000753028765041544,0.000694648061474072,0.000709214151809229,0.000716640070999621,0.000738742106743109,0.000869794803429336,0.000873792238629909,0.000833094384492222,0.000900045354545349,0.000956739761668906,0.000927911460675404,0.000936044990497359,0.000991519495443917,0.000971127187160152,0.000941137888799472,0.000780397904226576,0.00063558149287369,0.000517879484639958,0.000489080992390067,0.000490724644679588,0.000646537173894651,0.000548514563132029,0.000399715227521869,0.000414184247500702,0.000477579635996709,0.000558241349680189,0.000559472631961819,0.000587370081608406,0.000544666919040853,0.00059148724904797,0.000604244820858128,0.000650468759413921,0.000648829094295749,0.000682948993133558,0.000780206141614521
"30",0.000327469351821268,0.000306873450363624,0.00026138467633244,0.000275648950437421,0.000317303653952319,0.000356440436304843,0.000369210767940977,0.000361527830307737,0.000379808611052393,0.000417331736504277,0.000362652917724531,0.000376105793433155,0.000347094382287238,0.000432646527108669,0.000476046264485361,0.000428847527691886,0.000375515603708503,0.00042397741246973,0.000448420673923722,0.000421663422535437,0.000534513097833712,0.000591299678216814,0.000660897717660311,0.000622917836401594,0.000662570491862158,0.000664948263609574,0.00069136123508373,0.000828678694694086,0.000838518434276079,0.000803097468125642,0.000879899425811368,0.000933041470321816,0.000901872655960826,0.000921358012789179,0.000976268513415205,0.000957137441429695,0.000933744704695246,0.000761364240840769,0.00060053875569709,0.000482990089667062,0.000451874205973199,0.000453197444438133,0.000614820368323585,0.000519518334582638,0.00034080446891839,0.000332399733436008,0.000395049941211312,0.000479270022394363,0.000488699800864842,0.000528628939825792,0.000493446277707309,0.000543567181354412,0.000564609054468599,0.00060801667362511,0.000618451180696085,0.000650407912503551,0.0007502519610166
"31",0.000257721476912923,0.000224242372598485,0.000195531393459883,0.000209412646310649,0.00023936926437792,0.000286293160178929,0.000295996129325226,0.000286579359275239,0.000304917336070901,0.000337323656596034,0.00027088878541328,0.000296130879730308,0.000262500169264803,0.00035029253951467,0.000389664678248982,0.000343177830231962,0.000272621996395263,0.000317914607777782,0.000344388476138287,0.000318973417713418,0.000415885621125908,0.000476830897104789,0.00056125604739379,0.000547239365748248,0.000607095938208255,0.000610279704567161,0.000645025168656818,0.000787847914043997,0.000803925159901793,0.000775305320246553,0.000859870535300189,0.000910102093798215,0.000876595769839449,0.000907019399851875,0.000961155632635121,0.000943223993356367,0.00092624838513332,0.000742074006143807,0.000566370095920441,0.000449399729219862,0.000416401655199985,0.000416874935527245,0.000581416488287187,0.000492237135015091,0.000287511519769788,0.000257567618762655,0.00031246724429181,0.000398357430324411,0.000413687469424493,0.000462057746288031,0.000438505519453359,0.000489826406579816,0.000516038555476757,0.000558595125373029,0.000585514689517092,0.000614105341926259,0.000718478689075383
